workclass,education,marital_status,occupation,relationship,race,sex,native_country,age_bin,education_years_bin,hours_bin,high_income
Private,pre-college,Married-civ-spouse,Other-service,Wife,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,Peru,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Sales,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,>50K
State-gov,somecollege,Never-married,Protective-serv,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,pre-college,Married-civ-spouse,Transport-moving,Wife,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Other-service,Not-in-family,White,Male,Mexico,35-44,9-12,standard_40,<=50K
Federal-gov,somecollege,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,college,Divorced,Prof-specialty,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-inc,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Other-service,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-inc,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Widowed,Transport-moving,Unmarried,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Widowed,Adm-clerical,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Transport-moving,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-inc,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Machine-op-inspct,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,somecollege,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Protective-serv,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,prof_doctorate,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
State-gov,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Other-service,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Never-married,Other-service,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-inc,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,somecollege,Divorced,Adm-clerical,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Divorced,Exec-managerial,Unmarried,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
State-gov,somecollege,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Divorced,Sales,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Divorced,Sales,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-inc,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,England,35-44,9-12,standard_40,>50K
Private,college,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,China,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Exec-managerial,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,pre-college,Never-married,Other-service,Own-child,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,pre-college,Divorced,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Exec-managerial,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Farming-fishing,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Other-service,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Exec-managerial,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Divorced,Exec-managerial,Unmarried,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Separated,Other-service,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Divorced,Adm-clerical,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Separated,Protective-serv,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Sales,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Machine-op-inspct,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Divorced,Transport-moving,Unmarried,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Transport-moving,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Other-relative,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,somecollege,Separated,Other-service,Other-relative,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Not-in-family,Black,Female,Outlying-US(Guam-USVI-etc),35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Other-service,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Other-service,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Never-married,Tech-support,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
